#RA DEC 2MASSID Jmag eJmag Hmag eHmag Kmag eKmag
047.719784;+15.683819;03105274+1541017 ;16.034; 0.074;15.765; 0.145;15.601; 0.208
047.735525;+15.660974;03105652+1539395 ;14.658; 0.032;14.369; 0.049;14.371; 0.076
047.760153;+15.643808;03110243+1538377 ;11.039; 0.023;10.475; 0.027;10.319; 0.022
047.793889;+15.646336;03111053+1538468 ;16.165; 0.084;15.585; 0.106;15.596; 0.213
047.790705;+15.674796;03110976+1540292 ;15.609; 0.050;15.247; 0.077;14.827; 0.100
047.781893;+15.677018;03110765+1540372 ;15.544; 0.052;15.130; 0.083;14.654; 0.097
047.771585;+15.676177;03110518+1540342 ;15.451; 0.058;15.090; 0.069;14.896; 0.116
047.773035;+15.653420;03110552+1539123 ;16.306; 0.093;15.641; 0.117;15.453; 0.183
047.781466;+15.678448;03110755+1540424 ;16.334; 0.102;15.631; 0.123;15.527; 0.198
047.829241;+15.661745;03111901+1539422 ;15.973; 0.086;15.516; 0.117;15.092; 0.135
047.843795;+15.637988;03112251+1538167 ;10.941; 0.023;10.556; 0.030;10.515; 0.022
047.841968;+15.650316;03112207+1539011 ;15.836; 0.074;15.269; 0.092;15.352; 0.170
047.869596;+15.668155;03112870+1540053 ;15.468; 0.055;15.019; 0.080;15.034; 0.124
047.858740;+15.656991;03112609+1539251 ;12.225; 0.026;11.717; 0.032;11.611; 0.025
047.821323;+15.632085;03111711+1537555 ;13.201; 0.032;12.867; 0.038;12.740; 0.033
047.899134;+15.659921;03113579+1539357 ;15.252; 0.051;14.550; 0.060;14.244; 0.074
047.887272;+15.678168;03113294+1540414 ;13.519; 0.026;12.964; 0.038;12.802; 0.033
047.892873;+15.669811;03113428+1540113 ;15.320; 0.055;14.838; 0.070;14.670; 0.091
047.749641;+15.695743;03105991+1541446 ;14.690; 0.033;14.037; 0.044;13.784; 0.052
047.748046;+15.704593;03105953+1542165 ;16.206; 0.106;15.384; 0.115;14.766; 0.116
047.717512;+15.690114;03105220+1541244 ;14.413; 0.028;13.949; 0.038;13.879; 0.050
047.730412;+15.724075;03105529+1543266 ;15.265; 0.074;14.530; 0.087;14.066; 0.083
047.722732;+15.731038;03105345+1543517 ;15.526; 0.074;14.844; 0.092;14.320; 0.085
047.794022;+15.702358;03111056+1542084 ;15.289; 0.061;14.613; 0.058;14.253; 0.066
047.787588;+15.708600;03110902+1542309 ;14.341; 0.032;13.826; 0.035;13.602; 0.048
047.797496;+15.713240;03111139+1542476 ;12.792; 0.023;12.212; 0.028;12.083; 0.022
047.762054;+15.696206;03110289+1541463 ;15.899; 0.076;15.428; 0.098;15.525; 0.185
047.765764;+15.727772;03110378+1543399 ;15.299; 0.054;14.761; 0.055;14.568; 0.078
047.795758;+15.748828;03111098+1544557 ;15.021; 0.033;14.255; 0.047;14.029; 0.052
047.804469;+15.746306;03111307+1544467 ;10.664; 0.024;10.204; 0.031;10.049; 0.023
047.762116;+15.727531;03110290+1543391 ;14.850; 0.111;14.370; 0.151;13.863; 0.106
047.832622;+15.734670;03111982+1544048 ;16.085; 0.090;15.533; 0.114;14.970; 0.145
047.843938;+15.706338;03112254+1542228 ;13.857; 0.021;13.486; 0.031;13.391; 0.035
047.842069;+15.724766;03112209+1543291 ;15.575; 0.055;15.058; 0.083;14.803; 0.098
047.822528;+15.691019;03111740+1541276 ;15.234; 0.036;14.931; 0.069;14.680; 0.091
047.850044;+15.704080;03112401+1542146 ;15.740; 0.064;15.073; 0.082;14.804; 0.104
047.839935;+15.691004;03112158+1541276 ;15.236; 0.043;14.487; 0.055;14.434; 0.077
047.851644;+15.688983;03112439+1541203 ;11.989; 0.023;11.696; 0.030;11.653; 0.022
047.830280;+15.710048;03111926+1542361 ; 6.938; 0.024; 6.373; 0.036; 6.224; 0.027
047.859434;+15.701233;03112626+1542044 ;16.559; 0.124;16.040; 0.173;15.587; 0.199
047.861566;+15.712055;03112677+1542433 ;15.333; 0.045;14.527; 0.055;14.444; 0.081
047.828663;+15.746414;03111887+1544470 ;15.227; 0.043;14.886; 0.069;14.714; 0.096
