#RA DEC 2MASSID Jmag eJmag Hmag eHmag Kmag eKmag
318.054076;-07.889903;21121297-0753236 ;16.031; 0.096;15.622; 0.133;15.454; 0.181
318.061883;-07.899129;21121485-0753568 ;16.390; 0.121;15.727; 0.177;15.511; 0.199
318.050961;-07.879606;21121223-0752465 ;16.454; 0.126;15.762; 0.141;15.393; 0.180
318.057065;-07.896142;21121369-0753461 ;12.713; 0.030;12.203; 0.030;12.097; 0.027
318.038862;-07.885994;21120932-0753095 ;16.417; 0.112;15.768; 0.164;15.354; 0.159
318.050138;-07.894325;21121203-0753395 ;13.961; 0.032;13.377; 0.022;13.159; 0.030
318.106021;-07.876964;21122544-0752370 ;12.917; 0.027;12.286; 0.026;12.161; 0.023
318.065013;-07.882209;21121560-0752559 ;14.935; 0.039;14.249; 0.032;14.197; 0.055
318.125332;-07.903638;21123007-0754130 ;14.209; 0.036;13.589; 0.024;13.420; 0.035
318.140204;-07.880389;21123364-0752494 ;14.214; 0.027;13.673; 0.028;13.666; 0.041
318.167321;-07.886954;21124015-0753130 ;16.091; 0.095;15.319; 0.093;15.246; 0.158
318.037326;-07.821361;21120895-0749168 ;15.741; 0.065;15.341; 0.099;15.180; 0.146
318.006684;-07.814144;21120160-0748509 ;14.741; 0.029;14.211; 0.039;14.144; 0.050
318.061216;-07.826426;21121469-0749351 ;16.056; 0.087;15.304; 0.115;15.281; 0.152
318.050969;-07.841887;21121223-0750307 ;15.992; 0.082;15.322; 0.114;15.169; 0.137
318.054431;-07.858795;21121306-0751316 ;15.479; 0.059;14.640; 0.053;14.474; 0.078
318.034725;-07.836197;21120833-0750103 ;15.858; 0.069;15.473; 0.121;15.233; 0.154
318.034634;-07.820652;21120831-0749143 ;13.732; 0.034;13.273; 0.024;13.202; 0.030
318.015335;-07.861140;21120368-0751401 ;13.621; 0.027;13.095; 0.022;13.056; 0.033
318.027426;-07.840985;21120658-0750275 ;16.466; 0.128;15.791; 0.164;15.631; 0.203
318.025055;-07.831835;21120601-0749546 ;16.417; 0.123;16.083; 0.216;15.639; 0.212
318.025691;-07.873482;21120616-0752245 ;15.036; 0.048;14.501; 0.046;14.540; 0.079
318.103439;-07.833931;21122482-0750021 ;14.722; 0.042;14.256; 0.046;14.243; 0.074
318.090137;-07.860265;21122163-0751369 ;15.304; 0.045;14.683; 0.059;14.517; 0.088
318.091868;-07.873329;21122204-0752239 ;16.541; 0.115;15.723; 0.154;15.470; 0.185
318.076079;-07.857609;21121825-0751273 ;15.220; 0.044;14.712; 0.071;14.617; 0.080
318.064561;-07.835143;21121549-0750065 ;14.566; 0.034;13.865; 0.050;13.717; 0.046
318.073416;-07.846757;21121761-0750483 ;15.235; 0.050;14.534; 0.054;14.332; 0.065
318.128472;-07.874924;21123083-0752297 ;13.541; 0.032;12.919; 0.038;12.815; 0.029
318.126966;-07.823252;21123047-0749237 ;13.294; 0.027;12.714; 0.024;12.734; 0.030
318.187349;-07.835538;21124496-0750079 ;15.127; 0.033;14.567; 0.073;14.477; 0.078
