#RA DEC 2MASSID Jmag eJmag Hmag eHmag Kmag eKmag
226.101324;+12.560618;15042431+1233382 ;16.959; 0.192;16.168; 0.208;15.524; 0.207
226.155762;+12.542812;15043738+1232341 ;14.876; 0.037;14.251; 0.045;14.022; 0.052
226.151802;+12.555932;15043643+1233213 ;15.444; 0.053;14.991; 0.077;14.813; 0.111
226.103640;+12.616879;15042487+1237007 ;15.640; 0.056;15.002; 0.076;15.164; 0.149
226.091372;+12.578299;15042192+1234418 ;16.512; 0.126;15.921; 0.162;15.482; 0.197
226.115536;+12.613820;15042772+1236497 ;13.256; 0.023;12.727; 0.024;12.674; 0.022
226.166245;+12.571158;15043989+1234161 ;13.793; 0.026;13.409; 0.026;13.256; 0.031
226.141850;+12.564656;15043404+1233527 ;12.423; 0.022;12.140; 0.024;12.073; 0.021
226.134371;+12.573850;15043224+1234258 ;15.325; 0.049;14.966; 0.076;14.928; 0.119
226.179511;+12.621280;15044308+1237166 ;15.425; 0.052;15.200; 0.091;14.982; 0.128
226.171163;+12.614421;15044107+1236519 ;14.558; 0.032;14.185; 0.045;14.099; 0.059
226.174414;+12.600353;15044185+1236012 ;15.884; 0.074;15.335; 0.105;14.999; 0.127
226.195791;+12.577233;15044698+1234380 ;15.339; 0.055;15.182; 0.090;14.998; 0.135
226.214844;+12.573748;15045156+1234254 ;14.581; 0.028;13.986; 0.033;13.856; 0.051
226.218112;+12.563330;15045234+1233479 ;15.695; 0.068;15.059; 0.083;14.803; 0.107
226.192409;+12.564534;15044617+1233523 ;12.445; 0.022;12.157; 0.026;12.086; 0.021
226.095774;+12.670609;15042298+1240141 ;15.757; 0.070;15.209; 0.083;15.173; 0.154
226.091353;+12.639977;15042192+1238239 ;11.969; 0.020;11.648; 0.024;11.419; 0.018
226.122197;+12.635837;15042932+1238090 ;13.198; 0.023;12.833; 0.023;12.766; 0.025
226.158032;+12.680098;15043792+1240483 ;15.313; 0.048;14.981; 0.084;14.816; 0.101
226.144766;+12.648291;15043474+1238538 ;15.477; 0.056;15.050; 0.077;14.639; 0.089
226.145629;+12.677819;15043495+1240401 ;15.137; 0.043;14.674; 0.055;14.538; 0.094
226.245634;+12.653318;15045895+1239119 ;14.694; 0.033;14.040; 0.038;13.810; 0.048
226.244206;+12.636790;15045860+1238124 ;14.860; 0.038;14.456; 0.062;14.333; 0.080
226.222212;+12.652713;15045333+1239097 ;15.250; 0.049;14.580; 0.054;14.413; 0.079
226.190557;+12.686857;15044573+1241126 ;15.647; 0.056;15.185; 0.096;14.864; 0.117
226.257045;+12.639797;15050169+1238232 ;15.563; 0.058;15.349; 0.100;14.907; 0.112
226.265657;+12.646903;15050375+1238488 ;15.100; 0.044;14.639; 0.054;14.431; 0.082
226.100675;+12.702037;15042416+1242073 ;12.152; 0.022;11.783; 0.024;11.664; 0.018
226.104269;+12.698768;15042502+1241555 ;10.326; 0.022; 9.850; 0.021; 9.734; 0.014
226.124339;+12.694456;15042984+1241400 ;16.175; 0.092;15.415; 0.108;15.205; 0.150
226.086833;+12.693065;15042083+1241350 ;16.021; 0.086;15.279; 0.101;15.206; 0.150
226.171883;+12.699007;15044125+1241564 ;10.467; 0.023;10.237; 0.023;10.188; 0.016
226.185421;+12.688136;15044450+1241172 ;16.218; 0.095;15.691; 0.142;15.480; 0.192
226.138500;+12.697942;15043324+1241525 ;14.154; 0.028;13.786; 0.042;13.792; 0.045
226.152342;+12.695890;15043656+1241452 ;15.310; 0.047;14.686; 0.068;14.662; 0.096
226.140012;+12.689369;15043360+1241217 ;15.836; 0.076;15.178; 0.092;15.147; 0.144
226.154815;+12.724379;15043715+1243277 ; 9.959; 0.020; 9.638; 0.023; 9.562; 0.016
226.218379;+12.689830;15045241+1241233 ;12.835; 0.022;12.193; 0.023;12.044; 0.021
226.192678;+12.704073;15044624+1242146 ;15.450; 0.053;15.010; 0.079;14.479; 0.082
