#RA DEC 2MASSID Jmag eJmag Hmag eHmag Kmag eKmag
075.882458;+01.490712;05033178+0129265 ;15.616; 0.083;15.378; 0.129;15.164; 0.198
075.915053;+01.482754;05033961+0128579 ;14.716; 0.050;14.343; 0.047;14.062; 0.071
075.910332;+01.479062;05033847+0128446 ;14.740; 0.045;14.255; 0.046;14.054; 0.093
075.891487;+01.477413;05033395+0128386 ;14.372; 0.035;14.039; 0.049;13.984; 0.075
075.901960;+01.477514;05033647+0128390 ;11.177; 0.023;10.698; 0.021;10.601; 0.023
075.907967;+01.497211;05033791+0129499 ;16.693; 0.192;15.609; 0.176;14.962; 0.164
075.924703;+01.499590;05034192+0129585 ;15.178; 0.045;14.984; 0.084;14.805; 0.138
075.937878;+01.498363;05034509+0129541 ;15.191; 0.049;14.895; 0.080;14.707; 0.128
075.955773;+01.499607;05034938+0129585 ;13.476; 0.028;13.184; 0.024;13.123; 0.034
075.811388;+01.542037;05031473+0132313 ;15.162; 0.047;14.375; 0.053;14.285; 0.102
075.805559;+01.530111;05031333+0131483 ;14.096; 0.028;13.773; 0.042;13.666; 0.045
075.803684;+01.541844;05031288+0132306 ;15.892; 0.086;15.604; 0.148;15.221; 0.186
075.812207;+01.527584;05031492+0131393 ;15.406; 0.057;15.137; 0.093;15.023; 0.146
075.874339;+01.513897;05032984+0130500 ;14.432; 0.037;13.908; 0.035;13.855; 0.070
075.860188;+01.521549;05032644+0131175 ;13.659; 0.026;13.295; 0.024;13.146; 0.040
075.867840;+01.503474;05032828+0130125 ;15.134; 0.058;14.790; 0.070;14.447; 0.107
075.840560;+01.547085;05032173+0132495 ;15.760; 0.079;15.254; 0.117;14.777; 0.133
075.837555;+01.539101;05032101+0132207 ;13.969; 0.029;13.556; 0.026;13.575; 0.049
075.931547;+01.505874;05034357+0130211 ;16.013; 0.100;15.485; 0.145;15.242; 0.187
075.925840;+01.509112;05034220+0130328 ;10.295; 0.023; 9.985; 0.024; 9.907; 0.023
075.912452;+01.500723;05033898+0130026 ;16.164; 0.121;15.708; 0.170;15.123; 0.188
075.877083;+01.549353;05033049+0132576 ;15.037; 0.052;14.730; 0.070;14.612; 0.116
075.880453;+01.553042;05033130+0133109 ;15.571; 0.100;14.756; 0.101;14.264; 0.101
075.888260;+01.539868;05033318+0132235 ;11.891; 0.023;11.367; 0.021;11.249; 0.023
075.893772;+01.511330;05033450+0130407 ;15.568; 0.082;14.913; 0.076;14.852; 0.142
075.888234;+01.508079;05033317+0130290 ;14.760; 0.036;14.464; 0.046;14.317; 0.094
075.930483;+01.516346;05034331+0130588 ;12.847; 0.023;12.240; 0.022;12.001; 0.021
075.932238;+01.547968;05034373+0132526 ;12.812; 0.024;12.515; 0.022;12.463; 0.027
075.927840;+01.518251;05034268+0131057 ;15.795; 0.085;15.183; 0.122;14.989; 0.174
075.883819;+01.539693;05033211+0132228 ;15.537; 0.073;15.321; 0.125;14.803; 0.140
075.901008;+01.519278;05033624+0131094 ;15.661; 0.088;15.657; 0.153;15.177; 0.184
075.908540;+01.550448;05033804+0133016 ;15.385; 0.070;14.687; 0.065;14.830; 0.149
075.975080;+01.510637;05035401+0130382 ;14.108; 0.032;13.800; 0.047;13.654; 0.045
075.977164;+01.527284;05035451+0131382 ;13.606; 0.026;13.019; 0.021;12.854; 0.035
075.944113;+01.515232;05034658+0130548 ;13.642; 0.028;13.076; 0.034;12.859; 0.033
075.970156;+01.541012;05035283+0132276 ;14.437; 0.028;14.156; 0.030;14.116; 0.075
075.944833;+01.500149;05034675+0130005 ;13.072; 0.024;12.771; 0.028;12.750; 0.027
075.962059;+01.501085;05035089+0130039 ;14.532; 0.032;13.977; 0.040;13.958; 0.072
075.972540;+01.518965;05035340+0131082 ; 9.816; 0.023; 9.527; 0.022; 9.469; 0.021
075.800103;+01.599249;05031202+0135572 ;15.815; 0.093;15.115; 0.099;14.893; 0.133
075.802081;+01.585841;05031249+0135090 ;15.700; 0.070;15.125; 0.112;14.970; 0.142
075.864661;+01.617263;05032751+0137021 ;13.943; 0.026;13.975; 0.043;14.060; 0.072
075.842245;+01.590330;05032213+0135251 ;15.157; 0.047;14.906; 0.081;14.833; 0.133
075.855014;+01.618131;05032520+0137052 ;11.006; 0.023;10.686; 0.022;10.619; 0.021
075.872589;+01.600172;05032942+0136006 ;15.332; 0.069;14.741; 0.066;14.802; 0.126
075.864119;+01.589402;05032738+0135218 ;15.184; 0.047;14.728; 0.069;14.732; 0.117
075.858357;+01.573687;05032600+0134252 ;14.216; 0.032;13.988; 0.042;13.775; 0.054
075.859697;+01.568396;05032632+0134062 ;14.057; 0.026;13.751; 0.034;13.734; 0.049
075.823500;+01.571655;05031764+0134179 ;14.304; 0.032;13.762; 0.035;13.457; 0.040
075.822370;+01.566213;05031736+0133583 ;15.563; 0.068;15.214; 0.106;15.055; 0.169
075.814379;+01.594043;05031545+0135385 ;16.177; 0.095;15.804; 0.164;15.235; 0.181
075.930433;+01.601101;05034330+0136039 ;14.394; 0.029;13.860; 0.041;13.605; 0.041
075.906966;+01.572956;05033767+0134226 ;12.593; 0.028;12.394; 0.036;12.376; 0.037
075.901570;+01.564514;05033637+0133522 ;15.633; 0.066;15.257; 0.114;15.072; 0.158
075.891608;+01.605243;05033398+0136188 ;12.298; 0.023;11.770; 0.023;11.507; 0.024
075.936069;+01.573102;05034465+0134231 ;15.407; 0.067;15.231; 0.109;15.049; 0.165
075.938292;+01.586424;05034519+0135111 ;16.318; 0.123;15.598; 0.143;15.190; 0.183
075.979078;+01.597603;05035497+0135513 ;16.470; 0.177;15.409; 0.184;15.199; 0.197
075.984786;+01.599125;05035634+0135568 ;15.618; 0.079;15.088; 0.098;15.076; 0.165
075.973518;+01.563123;05035364+0133472 ;14.970; 0.049;14.682; 0.058;14.573; 0.100
075.939848;+01.588877;05034556+0135199 ;16.093; 0.114;15.314; 0.128;15.157; 0.175
075.992670;+01.572650;05035824+0134215 ;12.998; 0.027;12.644; 0.024;12.558; 0.032
075.949769;+01.602246;05034794+0136080 ;12.801; 0.023;12.613; 0.025;12.562; 0.024
075.976902;+01.618928;05035445+0137081 ;15.699; 0.078;14.976; 0.115;15.039; 0.161
075.937897;+01.620438;05034509+0137135 ;15.545; 0.070;15.077; 0.088;14.849; 0.131
075.976855;+01.615381;05035444+0136553 ;16.146; 0.131;15.520; 0.152;15.137; 0.200
075.836963;+01.627685;05032087+0137396 ;16.443; 0.128;15.668; 0.149;15.316; 0.214
075.833426;+01.626403;05032002+0137350 ;15.969; 0.082;15.075; 0.135;14.917; 0.152
075.833142;+01.630226;05031995+0137488 ;15.660; 0.071;15.040; 0.106;15.016; 0.140
075.844206;+01.651627;05032260+0139058 ;14.450; 0.030;13.861; 0.039;13.618; 0.043
075.872366;+01.666813;05032936+0140005 ;13.914; 0.033;13.362; 0.027;13.051; 0.034
075.860387;+01.660149;05032649+0139365 ;16.229; 0.127;15.582; 0.158;14.940; 0.157
075.848627;+01.631189;05032367+0137522 ;15.528; 0.057;15.234; 0.113;15.210; 0.170
075.923187;+01.636304;05034156+0138106 ;13.798; 0.024;13.527; 0.029;13.430; 0.039
075.919862;+01.662676;05034076+0139456 ;13.626; 0.030;13.052; 0.029;12.891; 0.032
075.933886;+01.643024;05034413+0138348 ;15.138; 0.044;14.513; 0.067;14.257; 0.085
075.881873;+01.658684;05033164+0139312 ;15.010; 0.050;14.504; 0.062;14.352; 0.086
075.877146;+01.658189;05033051+0139294 ;12.439; 0.023;11.920; 0.025;11.772; 0.024
075.889555;+01.640421;05033349+0138255 ;14.083; 0.030;13.403; 0.031;13.303; 0.038
075.968815;+01.633815;05035251+0138017 ;15.186; 0.049;14.875; 0.093;15.085; 0.168
075.943202;+01.628663;05034636+0137431 ;15.792; 0.083;15.342; 0.116;15.106; 0.158
075.945007;+01.651346;05034680+0139048 ;15.554; 0.072;15.290; 0.136;15.331; 0.206
075.964244;+01.629226;05035141+0137452 ;16.284; 0.151;15.875; 0.213;15.323; 0.214
